stock_code,strategy_id,formula_id,display_name,best_holding_days,signal_count,win_rate,avg_ret,avg_dd,calmar,effectiveness_score,effectiveness_label,untradable_rate,completion_rate,best_sell_rule,best_sell_rule_score,params
001378,formula_activity_breakout,activity_breakout,活跃度大牛突破,10,21,0.428571,0.002257,-0.021967,0.102753,10.500000,稳定/不明显,0.095200,1.000000,formula_exit_or_10,33.547099,{}
001378,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,30,4,1.000000,0.082050,-0.041200,,,样本不足,0.000000,1.000000,formula_exit_or_30,77.911234,{}
001378,formula_gs_raw_buy,gs_raw_buy,GS原始买点,5,22,0.636364,0.004818,-0.024268,0.198539,61.100000,改善观察,0.045500,1.000000,fixed_5,42.038150,"{""down_adjust"": 0.97, ""iterations"": 8, ""signal_cooldown_days"": 12, ""up_adjust"": 1.03}"
001378,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,15,7,0.571429,0.026214,-0.029229,0.896872,57.900000,稳定/不明显,0.000000,1.000000,fixed_15,51.470936,"{""amount_spike_ratio"": 2.5, ""base_ceiling"": 1.3, ""base_floor"": 0.82, ""base_max_days"": 110, ""base_min_days"": 45, ""base_range_max"": 0.32, ""breakout_near_high"": 0.95, ""dry_ratio"": 0.45, ""signal_cooldown_days"": 15, ""spike_lookback"": 120, ""spike_ratio"": 2.5, ""warm_ret_max"": 0.22, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.9}"
001379,formula_activity_breakout,activity_breakout,活跃度大牛突破,15,20,0.450000,0.049075,-0.104305,0.470495,20.000000,退化中,0.000000,1.000000,fixed_15,60.389976,"{""big_bull_line"": 8.0, ""max_close_ret"": 10.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 10, ""strong_line"": 4.0, ""x15_multiplier"": 1.5}"
001379,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,5,4,0.500000,-0.011800,-0.042900,,,样本不足,0.000000,1.000000,fixed_5,20.678418,"{""ma_pull_high"": 0.98, ""ma_pull_low"": 0.85, ""maxlen_max"": 15, ""maxrun_max"": 6, ""rate_min"": 50, ""sellpct_max"": 50}"
001379,formula_gs_raw_buy,gs_raw_buy,GS原始买点,15,29,0.379310,0.016786,-0.092872,0.180745,7.100000,退化中,0.000000,1.000000,fixed_15,40.676138,"{""ema_fallback_span"": 3, ""iterations"": 8, ""signal_cooldown_days"": 8, ""x3_ma_windows"": [3, 5, 10, 20]}"
001379,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,60,11,0.545455,0.068564,-0.122336,0.560452,0.000000,退化中,0.000000,1.000000,fixed_60,64.165895,"{""amount_spike_ratio"": 2.2, ""base_ceiling"": 1.45, ""base_floor"": 0.78, ""base_max_days"": 75, ""base_min_days"": 25, ""base_range_max"": 0.4, ""breakout_max_extension"": 1.1, ""breakout_near_high"": 0.92, ""dry_ratio"": 0.5, ""spike_lookback"": 90, ""spike_ratio"": 2.2, ""warm_ret_max"": 0.28, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.8}"
001380,formula_activity_breakout,activity_breakout,活跃度大牛突破,5,36,0.472222,0.003000,-0.044075,0.068066,0.000000,退化中,0.111100,1.000000,fixed_5,34.895885,"{""big_bull_line"": 6.0, ""max_close_ret"": 12.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 8, ""strong_line"": 3.0, ""x15_multiplier"": 1.2}"
001380,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,20,5,0.800000,0.028880,-0.217160,0.132990,,样本不足,0.000000,1.000000,formula_exit_or_20,53.526089,{}
001380,formula_gs_raw_buy,gs_raw_buy,GS原始买点,5,36,0.333333,0.000031,-0.033739,0.000906,0.000000,退化中,0.055600,1.000000,formula_exit_or_5,29.464250,"{""ema_fallback_span"": 3, ""iterations"": 8, ""signal_cooldown_days"": 8, ""x3_ma_windows"": [3, 5, 10, 20]}"
001380,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,30,1,1.000000,0.282700,-0.062700,,,样本不足,1.000000,1.000000,fixed_30,70.578859,"{""amount_spike_ratio"": 2.5, ""base_ceiling"": 1.3, ""base_floor"": 0.82, ""base_max_days"": 110, ""base_min_days"": 45, ""base_range_max"": 0.32, ""breakout_near_high"": 0.95, ""dry_ratio"": 0.45, ""signal_cooldown_days"": 15, ""spike_lookback"": 120, ""spike_ratio"": 2.5, ""warm_ret_max"": 0.22, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.9}"
001382,formula_activity_breakout,activity_breakout,活跃度大牛突破,5,11,0.545455,-0.006500,-0.049591,-0.131072,0.000000,退化中,0.000000,1.000000,fixed_5,32.458274,"{""big_bull_line"": 6.0, ""max_close_ret"": 12.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 8, ""strong_line"": 3.0, ""x15_multiplier"": 1.2}"
001382,formula_gs_raw_buy,gs_raw_buy,GS原始买点,15,13,0.846154,0.022508,-0.039915,0.563885,85.700000,增强中,0.000000,1.000000,fixed_15,59.457887,"{""ema_fallback_span"": 3, ""iterations"": 8, ""signal_cooldown_days"": 8, ""x3_ma_windows"": [3, 5, 10, 20]}"
001382,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,10,9,0.777778,0.020689,-0.022456,0.921326,18.700000,稳定/不明显,0.000000,1.000000,fixed_10,56.816976,"{""amount_spike_ratio"": 2.2, ""base_ceiling"": 1.45, ""base_floor"": 0.78, ""base_max_days"": 75, ""base_min_days"": 25, ""base_range_max"": 0.4, ""breakout_max_extension"": 1.1, ""breakout_near_high"": 0.92, ""dry_ratio"": 0.5, ""spike_lookback"": 90, ""spike_ratio"": 2.2, ""warm_ret_max"": 0.28, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.8}"
001387,formula_activity_breakout,activity_breakout,活跃度大牛突破,15,13,0.538462,0.027308,-0.036300,0.752278,2.300000,退化中,0.000000,1.000000,formula_exit_or_15,53.569082,"{""big_bull_line"": 8.0, ""max_close_ret"": 10.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 10, ""strong_line"": 4.0, ""x15_multiplier"": 1.5}"
001387,formula_gs_raw_buy,gs_raw_buy,GS原始买点,5,26,0.576923,0.002254,-0.039696,0.056777,0.000000,退化中,0.000000,1.000000,fixed_5,38.718503,{}
001387,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,5,18,0.444444,-0.004694,-0.034111,-0.137622,24.800000,稳定/不明显,0.000000,1.000000,formula_exit_or_5,30.298000,"{""amount_spike_ratio"": 2.2, ""base_ceiling"": 1.45, ""base_floor"": 0.78, ""base_max_days"": 75, ""base_min_days"": 25, ""base_range_max"": 0.4, ""breakout_max_extension"": 1.1, ""breakout_near_high"": 0.92, ""dry_ratio"": 0.5, ""spike_lookback"": 90, ""spike_ratio"": 2.2, ""warm_ret_max"": 0.28, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.8}"
001389,formula_activity_breakout,activity_breakout,活跃度大牛突破,20,66,0.696970,0.079338,-0.084848,0.935054,92.000000,增强中,0.074600,0.985100,fixed_20,69.978298,{}
001389,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,10,8,1.000000,0.150663,-0.057712,2.610570,0.300000,退化中,0.000000,1.000000,fixed_10,85.737413,{}
001389,formula_gs_raw_buy,gs_raw_buy,GS原始买点,60,16,0.750000,0.167400,-0.138887,1.205292,99.400000,增强中,0.000000,1.000000,fixed_60,73.526460,"{""ema_fallback_span"": 5, ""iterations"": 10, ""signal_cooldown_days"": 10, ""x3_ma_windows"": [5, 10, 20, 30]}"
001389,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,5,1,1.000000,0.169400,-0.039200,,,样本不足,0.000000,1.000000,fixed_5,80.578859,"{""amount_spike_ratio"": 2.5, ""base_ceiling"": 1.3, ""base_floor"": 0.82, ""base_max_days"": 110, ""base_min_days"": 45, ""base_range_max"": 0.32, ""breakout_near_high"": 0.95, ""dry_ratio"": 0.45, ""signal_cooldown_days"": 15, ""spike_lookback"": 120, ""spike_ratio"": 2.5, ""warm_ret_max"": 0.22, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.9}"
001390,formula_activity_breakout,activity_breakout,活跃度大牛突破,10,11,0.545455,-0.021118,-0.070764,-0.298433,0.000000,退化中,0.090900,1.000000,fixed_10,23.403291,{}
001390,formula_gs_raw_buy,gs_raw_buy,GS原始买点,10,8,1.000000,0.032900,-0.021612,1.522267,0.000000,稳定/不明显,0.000000,1.000000,fixed_10,71.745900,"{""ema_fallback_span"": 3, ""iterations"": 8, ""signal_cooldown_days"": 8, ""x3_ma_windows"": [3, 5, 10, 20]}"
001390,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,60,7,0.857143,0.072843,-0.071571,1.017764,0.000000,退化中,0.000000,1.000000,fixed_60,72.539685,{}
001391,formula_activity_breakout,activity_breakout,活跃度大牛突破,5,10,0.500000,0.013540,-0.032470,0.417000,0.000000,退化中,0.000000,1.000000,formula_exit_or_5,43.154682,{}
001391,formula_gs_raw_buy,gs_raw_buy,GS原始买点,5,19,0.263158,-0.011047,-0.024258,-0.455413,46.900000,稳定/不明显,0.000000,1.000000,formula_exit_or_5,20.093986,"{""ema_fallback_span"": 3, ""iterations"": 8, ""signal_cooldown_days"": 8, ""x3_ma_windows"": [3, 5, 10, 20]}"
001391,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,5,6,0.000000,-0.017817,-0.026483,-0.672750,10.300000,稳定/不明显,0.000000,1.000000,formula_exit_or_5,3.389753,"{""amount_spike_ratio"": 2.2, ""base_ceiling"": 1.45, ""base_floor"": 0.78, ""base_max_days"": 75, ""base_min_days"": 25, ""base_range_max"": 0.4, ""breakout_max_extension"": 1.1, ""breakout_near_high"": 0.92, ""dry_ratio"": 0.5, ""spike_lookback"": 90, ""spike_ratio"": 2.2, ""warm_ret_max"": 0.28, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.8}"
001395,formula_activity_breakout,activity_breakout,活跃度大牛突破,10,7,0.428571,0.037100,-0.076886,0.482534,14.400000,退化中,0.000000,1.000000,fixed_10,50.556391,"{""big_bull_line"": 8.0, ""max_close_ret"": 10.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 10, ""strong_line"": 4.0, ""x15_multiplier"": 1.5}"
001395,formula_gs_raw_buy,gs_raw_buy,GS原始买点,60,14,0.500000,-0.001214,-0.132321,-0.009177,0.000000,退化中,0.071400,1.000000,fixed_60,33.632687,"{""ema_fallback_span"": 3, ""iterations"": 8, ""signal_cooldown_days"": 8, ""x3_ma_windows"": [3, 5, 10, 20]}"
001395,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,60,4,0.750000,0.014350,-0.092575,,,样本不足,0.000000,1.000000,fixed_60,43.403757,"{""amount_spike_ratio"": 2.2, ""base_ceiling"": 1.45, ""base_floor"": 0.78, ""base_max_days"": 75, ""base_min_days"": 25, ""base_range_max"": 0.4, ""breakout_max_extension"": 1.1, ""breakout_near_high"": 0.92, ""dry_ratio"": 0.5, ""spike_lookback"": 90, ""spike_ratio"": 2.2, ""warm_ret_max"": 0.28, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.8}"
001400,formula_activity_breakout,activity_breakout,活跃度大牛突破,60,11,0.727273,0.522300,-0.110427,4.729810,81.600000,改善观察,0.000000,1.000000,fixed_60,86.818182,"{""big_bull_line"": 6.0, ""max_close_ret"": 12.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 8, ""strong_line"": 3.0, ""x15_multiplier"": 1.2}"
001400,formula_gs_raw_buy,gs_raw_buy,GS原始买点,60,12,0.916667,0.351967,-0.057350,6.137169,48.500000,退化中,0.000000,1.000000,fixed_60,92.500000,{}
001400,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,5,1,1.000000,0.149400,-0.017600,,,样本不足,0.000000,1.000000,fixed_5,80.578859,"{""amount_spike_ratio"": 3.0, ""base_ceiling"": 1.25, ""base_floor"": 0.85, ""base_max_days"": 90, ""base_min_days"": 35, ""base_range_max"": 0.3, ""breakout_max_extension"": 1.06, ""breakout_near_high"": 0.97, ""dry_ratio"": 0.4, ""signal_cooldown_days"": 15, ""spike_lookback"": 90, ""spike_ratio"": 3.0, ""warm_ret_max"": 0.2, ""warm_ret_min"": 0.01, ""warm_vol_ratio"": 1.0}"
001696,formula_activity_breakout,activity_breakout,活跃度大牛突破,20,31,0.516129,0.084881,-0.043094,1.969683,0.000000,退化中,0.032300,1.000000,formula_exit_or_20,70.009707,"{""big_bull_line"": 8.0, ""max_close_ret"": 10.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 10, ""strong_line"": 4.0, ""x15_multiplier"": 1.5}"
001696,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,30,8,0.750000,0.024188,-0.095800,0.252479,0.000000,样本陈旧,0.000000,1.000000,formula_exit_or_30,53.540710,{}
001696,formula_gs_raw_buy,gs_raw_buy,GS原始买点,60,43,0.441860,0.123863,-0.131398,0.942656,0.000000,退化中,0.023300,1.000000,fixed_60,62.736535,"{""down_adjust"": 0.97, ""iterations"": 8, ""signal_cooldown_days"": 12, ""up_adjust"": 1.03}"
001696,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,60,40,0.300000,0.056113,-0.029852,1.879658,0.000000,退化中,0.050000,1.000000,formula_exit_or_60,62.898292,{}
001872,formula_activity_breakout,activity_breakout,活跃度大牛突破,10,20,0.600000,0.008765,-0.029395,0.298180,0.000000,稳定/不明显,0.000000,1.000000,fixed_10,43.873400,"{""big_bull_line"": 6.0, ""max_close_ret"": 12.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 8, ""strong_line"": 3.0, ""x15_multiplier"": 1.2}"
001872,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,20,18,0.777778,0.048817,-0.024522,1.990711,0.000000,退化中,0.000000,1.000000,fixed_20,77.695224,{}
001872,formula_gs_raw_buy,gs_raw_buy,GS原始买点,60,51,0.568627,0.013584,-0.066947,0.202911,90.200000,增强中,0.019600,1.000000,fixed_60,44.669458,{}
001872,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,60,31,0.677419,0.045594,-0.063723,0.715501,0.000000,样本陈旧,0.000000,1.000000,fixed_60,66.696858,{}
001896,formula_activity_breakout,activity_breakout,活跃度大牛突破,10,33,0.575758,0.045239,-0.084861,0.533102,49.800000,稳定/不明显,0.090900,1.000000,fixed_10,61.648845,"{""big_bull_line"": 8.0, ""max_close_ret"": 10.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 10, ""strong_line"": 4.0, ""x15_multiplier"": 1.5}"
001896,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,20,5,1.000000,0.202680,-0.025860,7.837587,,样本不足,0.166700,0.833300,fixed_20,89.421141,{}
001896,formula_gs_raw_buy,gs_raw_buy,GS原始买点,60,44,0.477273,0.131534,-0.157041,0.837579,99.700000,增强中,0.022700,1.000000,fixed_60,63.278802,"{""ema_fallback_span"": 3, ""iterations"": 8, ""signal_cooldown_days"": 8, ""x3_ma_windows"": [3, 5, 10, 20]}"
001896,formula_ma_base_breakout,ma_base_breakout,均线筑底突破,10,2,1.000000,0.144750,-0.095850,,,样本不足,0.000000,1.000000,fixed_10,71.393143,{}
001896,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,15,32,0.500000,0.070791,-0.083200,0.850849,76.800000,退化中,0.000000,1.000000,fixed_15,64.254244,{}
001914,formula_activity_breakout,activity_breakout,活跃度大牛突破,10,35,0.485714,0.009426,-0.044343,0.212564,0.000000,退化中,0.028600,1.000000,fixed_10,40.061394,"{""big_bull_line"": 6.0, ""max_close_ret"": 12.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 8, ""strong_line"": 3.0, ""x15_multiplier"": 1.2}"
001914,formula_gs_raw_buy,gs_raw_buy,GS原始买点,10,29,0.517241,0.021141,-0.030159,0.701006,0.000000,退化中,0.000000,1.000000,fixed_10,49.592962,"{""ema_fallback_span"": 5, ""iterations"": 10, ""signal_cooldown_days"": 10, ""x3_ma_windows"": [5, 10, 20, 30]}"
001914,formula_ma_base_breakout,ma_base_breakout,均线筑底突破,15,1,1.000000,0.017600,-0.077300,,,样本不足,0.000000,1.000000,fixed_15,45.517281,{}
001914,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,10,37,0.351351,-0.004295,-0.028311,-0.151695,29.000000,稳定/不明显,0.000000,1.000000,formula_exit_or_10,27.634771,{}
001965,formula_activity_breakout,activity_breakout,活跃度大牛突破,5,22,0.636364,0.002609,-0.012600,0.207071,44.300000,样本陈旧,0.000000,1.000000,formula_exit_or_5,41.430808,{}
001965,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,20,11,1.000000,0.061309,-0.010045,6.103167,0.000000,样本陈旧,0.000000,1.000000,fixed_20,95.000000,"{""ma_pull_high"": 0.98, ""ma_pull_low"": 0.85, ""maxlen_max"": 15, ""maxrun_max"": 6, ""rate_min"": 50, ""sellpct_max"": 50}"
001965,formula_gs_raw_buy,gs_raw_buy,GS原始买点,60,49,0.591837,0.019884,-0.050355,0.394869,0.000000,退化中,0.000000,1.000000,fixed_60,49.671284,{}
001965,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,60,7,0.857143,0.072814,-0.023271,3.128913,0.000000,样本陈旧,0.000000,1.000000,fixed_60,83.095430,"{""amount_spike_ratio"": 3.0, ""base_ceiling"": 1.25, ""base_floor"": 0.85, ""base_max_days"": 90, ""base_min_days"": 35, ""base_range_max"": 0.3, ""breakout_max_extension"": 1.06, ""breakout_near_high"": 0.97, ""dry_ratio"": 0.4, ""signal_cooldown_days"": 15, ""spike_lookback"": 90, ""spike_ratio"": 3.0, ""warm_ret_max"": 0.2, ""warm_ret_min"": 0.01, ""warm_vol_ratio"": 1.0}"
001979,formula_activity_breakout,activity_breakout,活跃度大牛突破,10,47,0.553191,0.013066,-0.040653,0.321401,39.100000,稳定/不明显,0.000000,1.000000,fixed_10,44.735726,"{""big_bull_line"": 6.0, ""max_close_ret"": 12.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 8, ""strong_line"": 3.0, ""x15_multiplier"": 1.2}"
001979,formula_gs_raw_buy,gs_raw_buy,GS原始买点,10,50,0.400000,0.012446,-0.022492,0.553352,0.000000,稳定/不明显,0.020000,1.000000,formula_exit_or_10,40.789762,"{""ema_fallback_span"": 3, ""iterations"": 8, ""signal_cooldown_days"": 8, ""x3_ma_windows"": [3, 5, 10, 20]}"
001979,formula_ma_base_breakout,ma_base_breakout,均线筑底突破,20,1,0.000000,-0.023000,-0.067000,,,样本不足,0.000000,1.000000,fixed_20,-7.637559,"{""below_days_min"": 60, ""long_ma"": 180, ""ma5_rising_min"": 10, ""mid_ma"": 120, ""price_top_buffer"": 1.03, ""short_ma"": 8}"
001979,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,15,3,1.000000,0.053367,-0.027667,,,样本不足,0.000000,1.000000,fixed_15,75.802296,"{""amount_spike_ratio"": 2.5, ""base_ceiling"": 1.3, ""base_floor"": 0.82, ""base_max_days"": 110, ""base_min_days"": 45, ""base_range_max"": 0.32, ""breakout_near_high"": 0.95, ""dry_ratio"": 0.45, ""signal_cooldown_days"": 15, ""spike_lookback"": 120, ""spike_ratio"": 2.5, ""warm_ret_max"": 0.22, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.9}"
002001,formula_activity_breakout,activity_breakout,活跃度大牛突破,20,24,0.583333,0.008879,-0.061262,0.144936,24.300000,稳定/不明显,0.000000,1.000000,fixed_20,42.664265,"{""big_bull_line"": 6.0, ""max_close_ret"": 12.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 8, ""strong_line"": 3.0, ""x15_multiplier"": 1.2}"
002001,formula_gs_raw_buy,gs_raw_buy,GS原始买点,30,36,0.444444,0.013789,-0.015786,0.873482,27.000000,稳定/不明显,0.000000,1.000000,formula_exit_or_30,44.595189,"{""ema_fallback_span"": 5, ""iterations"": 10, ""signal_cooldown_days"": 10, ""x3_ma_windows"": [5, 10, 20, 30]}"
002001,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,60,13,0.769231,0.066585,-0.044038,1.511965,75.300000,稳定/不明显,0.000000,1.000000,fixed_60,75.636748,"{""amount_spike_ratio"": 2.5, ""base_ceiling"": 1.3, ""base_floor"": 0.82, ""base_max_days"": 110, ""base_min_days"": 45, ""base_range_max"": 0.32, ""breakout_near_high"": 0.95, ""dry_ratio"": 0.45, ""signal_cooldown_days"": 15, ""spike_lookback"": 120, ""spike_ratio"": 2.5, ""warm_ret_max"": 0.22, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.9}"
002003,formula_activity_breakout,activity_breakout,活跃度大牛突破,5,22,0.500000,0.006250,-0.012723,0.491247,0.000000,稳定/不明显,0.045500,1.000000,formula_exit_or_5,40.126689,"{""big_bull_line"": 8.0, ""max_close_ret"": 10.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 10, ""strong_line"": 4.0, ""x15_multiplier"": 1.5}"
002003,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,15,8,1.000000,0.046812,-0.000600,9.362500,4.100000,样本陈旧,0.000000,1.000000,formula_exit_or_15,91.090814,"{""ma_pull_high"": 0.98, ""ma_pull_low"": 0.85, ""maxlen_max"": 15, ""maxrun_max"": 6, ""rate_min"": 50, ""sellpct_max"": 50}"
002003,formula_gs_raw_buy,gs_raw_buy,GS原始买点,5,51,0.549020,0.001143,-0.014802,0.077229,0.000000,稳定/不明显,0.019600,1.000000,fixed_5,37.232222,"{""ema_fallback_span"": 3, ""iterations"": 8, ""signal_cooldown_days"": 8, ""x3_ma_windows"": [3, 5, 10, 20]}"
002003,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,30,1,1.000000,0.016500,0.000000,,,样本不足,0.000000,1.000000,fixed_30,60.328859,"{""amount_spike_ratio"": 3.0, ""base_ceiling"": 1.25, ""base_floor"": 0.85, ""base_max_days"": 90, ""base_min_days"": 35, ""base_range_max"": 0.3, ""breakout_max_extension"": 1.06, ""breakout_near_high"": 0.97, ""dry_ratio"": 0.4, ""signal_cooldown_days"": 15, ""spike_lookback"": 90, ""spike_ratio"": 3.0, ""warm_ret_max"": 0.2, ""warm_ret_min"": 0.01, ""warm_vol_ratio"": 1.0}"
002004,formula_activity_breakout,activity_breakout,活跃度大牛突破,5,9,0.777778,0.017811,-0.008189,2.175034,0.000000,稳定/不明显,0.000000,1.000000,formula_exit_or_5,61.646627,"{""big_bull_line"": 8.0, ""max_close_ret"": 10.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 10, ""strong_line"": 4.0, ""x15_multiplier"": 1.5}"
002004,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,60,10,0.800000,0.052520,-0.025220,2.082474,20.700000,退化中,0.000000,1.000000,fixed_60,78.712052,"{""ma_pull_high"": 1.02, ""ma_pull_low"": 0.7, ""maxrun_max"": 10, ""rate_min"": 30, ""sellpct_max"": 70}"
002004,formula_gs_raw_buy,gs_raw_buy,GS原始买点,20,36,0.611111,0.006889,-0.040669,0.169387,14.000000,稳定/不明显,0.000000,1.000000,fixed_20,42.624714,"{""down_adjust"": 0.97, ""iterations"": 8, ""signal_cooldown_days"": 12, ""up_adjust"": 1.03}"
002004,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,30,9,0.777778,0.006489,-0.048344,0.134222,76.500000,增强中,0.000000,1.000000,fixed_30,45.781456,"{""amount_spike_ratio"": 2.5, ""base_ceiling"": 1.3, ""base_floor"": 0.82, ""base_max_days"": 110, ""base_min_days"": 45, ""base_range_max"": 0.32, ""breakout_near_high"": 0.95, ""dry_ratio"": 0.45, ""signal_cooldown_days"": 15, ""spike_lookback"": 120, ""spike_ratio"": 2.5, ""warm_ret_max"": 0.22, ""warm_ret_min"": 0.0, ""warm_vol_ratio"": 0.9}"
002005,formula_activity_breakout,activity_breakout,活跃度大牛突破,20,32,0.625000,0.037450,-0.076906,0.486957,26.900000,稳定/不明显,0.000000,1.000000,fixed_20,59.909783,"{""big_bull_line"": 8.0, ""max_close_ret"": 10.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 10, ""strong_line"": 4.0, ""x15_multiplier"": 1.5}"
002005,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,60,8,1.000000,0.209312,-0.074237,2.819498,0.000000,样本陈旧,0.000000,1.000000,fixed_60,86.782056,"{""ma_pull_high"": 1.02, ""ma_pull_low"": 0.7, ""maxrun_max"": 10, ""rate_min"": 30, ""sellpct_max"": 70}"
002005,formula_gs_raw_buy,gs_raw_buy,GS原始买点,60,41,0.487805,0.055598,-0.122876,0.452470,95.400000,增强中,0.000000,1.000000,fixed_60,61.896498,"{""ema_fallback_span"": 3, ""iterations"": 8, ""signal_cooldown_days"": 8, ""x3_ma_windows"": [3, 5, 10, 20]}"
002005,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,30,4,0.750000,0.190650,-0.037325,,,样本不足,0.000000,1.000000,formula_exit_or_30,80.453709,"{""amount_spike_ratio"": 3.0, ""base_ceiling"": 1.25, ""base_floor"": 0.85, ""base_max_days"": 90, ""base_min_days"": 35, ""base_range_max"": 0.3, ""breakout_max_extension"": 1.06, ""breakout_near_high"": 0.97, ""dry_ratio"": 0.4, ""signal_cooldown_days"": 15, ""spike_lookback"": 90, ""spike_ratio"": 3.0, ""warm_ret_max"": 0.2, ""warm_ret_min"": 0.01, ""warm_vol_ratio"": 1.0}"
002006,formula_activity_breakout,activity_breakout,活跃度大牛突破,20,45,0.533333,0.024011,-0.112533,0.213369,0.000000,退化中,0.044400,1.000000,fixed_20,48.627956,"{""big_bull_line"": 8.0, ""max_close_ret"": 10.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 10, ""strong_line"": 4.0, ""x15_multiplier"": 1.5}"
002006,formula_gs_pullback_confirm,gs_pullback_confirm,GS回调确认,5,8,0.375000,-0.010050,-0.048100,-0.208940,91.500000,增强中,0.000000,1.000000,fixed_5,22.864866,"{""ma_pull_high"": 1.02, ""ma_pull_low"": 0.7, ""maxrun_max"": 10, ""rate_min"": 30, ""sellpct_max"": 70}"
002006,formula_gs_raw_buy,gs_raw_buy,GS原始买点,20,34,0.558824,0.046124,-0.086291,0.534510,5.500000,退化中,0.000000,1.000000,fixed_20,62.499022,"{""down_adjust"": 0.97, ""iterations"": 8, ""signal_cooldown_days"": 12, ""up_adjust"": 1.03}"
002006,formula_ma_base_breakout,ma_base_breakout,均线筑底突破,5,1,1.000000,0.114700,-0.007200,,,样本不足,0.000000,1.000000,fixed_5,80.578859,{}
002006,formula_volume_base_breakout,volume_base_breakout,巨量蓄势启动,5,1,1.000000,0.072100,-0.028200,,,样本不足,0.000000,1.000000,fixed_5,73.362547,"{""amount_spike_ratio"": 3.0, ""base_ceiling"": 1.25, ""base_floor"": 0.85, ""base_max_days"": 90, ""base_min_days"": 35, ""base_range_max"": 0.3, ""breakout_max_extension"": 1.06, ""breakout_near_high"": 0.97, ""dry_ratio"": 0.4, ""signal_cooldown_days"": 15, ""spike_lookback"": 90, ""spike_ratio"": 3.0, ""warm_ret_max"": 0.2, ""warm_ret_min"": 0.01, ""warm_vol_ratio"": 1.0}"
002007,formula_activity_breakout,activity_breakout,活跃度大牛突破,5,19,0.631579,0.012216,-0.009474,1.289444,47.000000,稳定/不明显,0.000000,1.000000,formula_exit_or_5,51.502485,"{""big_bull_line"": 8.0, ""max_close_ret"": 10.0, ""min_close_ret"": 0.0, ""signal_cooldown_days"": 10, ""strong_line"": 4.0, ""x15_multiplier"": 1.5}"
